tokens,ner_tags
determine the maximum torque and determine the latest tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and determine the latest air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the average temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and find the average power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the average system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the average rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the average tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the average air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the minimum temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and find the minimum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the minimum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the minimum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the minimum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the minimum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the maximum temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and find the maximum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the maximum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the maximum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the maximum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the maximum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the trend temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and find the trend power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the trend system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the trend rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the trend tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the trend air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the latest temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and find the latest power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the latest system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the latest rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the latest tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and find the latest air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the average temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and show the average power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the average system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the average rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the average tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the average air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the minimum temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and show the minimum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the minimum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the minimum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the minimum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the minimum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the maximum temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and show the maximum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the maximum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the maximum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the maximum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the maximum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the trend temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and show the trend power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the trend system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the trend rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the trend tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the trend air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the latest temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and show the latest power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the latest system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the latest rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the latest tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and show the latest air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the average temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and identify the average power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the average system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the average rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the average tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the average air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the minimum temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and identify the minimum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the minimum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the minimum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the minimum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the minimum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the maximum temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and identify the maximum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the maximum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the maximum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the maximum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the maximum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the trend temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and identify the trend power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the trend system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the trend rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the trend tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the trend air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the latest temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and identify the latest power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the latest system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the latest rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the latest tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and identify the latest air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the average temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and measure the average power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the average system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the average rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the average tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the average air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the minimum temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and measure the minimum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the minimum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the minimum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the minimum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the minimum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the maximum temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and measure the maximum power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the maximum system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the maximum rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the maximum tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the maximum air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the trend temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and measure the trend power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the trend system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the trend rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the trend tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the trend air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the latest temperature.,O O B-FUNC B-PARAM O O O B-FUNC O
determine the maximum torque and measure the latest power consumption.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the latest system load.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the latest rotation speed.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the latest tool wear.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum torque and measure the latest air pressure.,O O B-FUNC B-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the average temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
determine the maximum tool wear and calculate the average power consumption.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the average system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the average rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the average torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
determine the maximum tool wear and calculate the average air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the minimum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
determine the maximum tool wear and calculate the minimum power consumption.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the minimum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the minimum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the minimum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
determine the maximum tool wear and calculate the minimum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the maximum temperature.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
determine the maximum tool wear and calculate the maximum power consumption.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the maximum system load.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the maximum rotation speed.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
determine the maximum tool wear and calculate the maximum torque.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O
determine the maximum tool wear and calculate the maximum air pressure.,O O B-FUNC B-PARAM I-PARAM O O O B-FUNC O O
